S,keyComparisons0,keyComparisons1,keyComparisons2,keyComparisons3,keyComparisons4,keyComparisons5,keyComparisons6,keyComparisons7,keyComparisons8,keyComparisons9,keyComparisons10,keyComparisons11,keyComparisons12,keyComparisons13,keyComparisons14,keyComparisons15,keyComparisons16,keyComparisons17,keyComparisons18,keyComparisons19,keyComparisons20,keyComparisons21,keyComparisons22,keyComparisons23,keyComparisons24,keyComparisons25,keyComparisons26,keyComparisons27,keyComparisons28,keyComparisons29,keyComparisons30,keyComparisons31,keyComparisons32,keyComparisons33,keyComparisons34,keyComparisons35,keyComparisons36,keyComparisons37,keyComparisons38,keyComparisons39,keyComparisons40,keyComparisons41,keyComparisons42,keyComparisons43,keyComparisons44,keyComparisons45,keyComparisons46,keyComparisons47,keyComparisons48,keyComparisons49,keyComparisons50,keyComparisons51,keyComparisons52,keyComparisons53,keyComparisons54,keyComparisons55,keyComparisons56,keyComparisons57,keyComparisons58,keyComparisons59,keyComparisons60,keyComparisons61,keyComparisons62,keyComparisons63,keyComparisons64,keyComparisons65,keyComparisons66,keyComparisons67,keyComparisons68,keyComparisons69,keyComparisons70,keyComparisons71,keyComparisons72,keyComparisons73,keyComparisons74,keyComparisons75,keyComparisons76,keyComparisons77,keyComparisons78,keyComparisons79,keyComparisons80,keyComparisons81,keyComparisons82,keyComparisons83,keyComparisons84,keyComparisons85,keyComparisons86,keyComparisons87,keyComparisons88,keyComparisons89,keyComparisons90,keyComparisons91,keyComparisons92,keyComparisons93,keyComparisons94,keyComparisons95,keyComparisons96,keyComparisons97,keyComparisons98,keyComparisons99,S,Average
30,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,30,143511.47
31,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,31,143511.47
32,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,32,143511.47
33,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,33,143511.47
34,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,34,143511.47
35,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,35,143511.47
36,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,36,143511.47
37,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,37,143511.47
38,143636,142850,143710,143722,143486,143579,143562,142790,143451,143688,143834,143864,143812,143327,143593,143613,143390,143532,143278,143673,143130,143151,143809,143142,143713,143164,143810,143193,143113,143541,143208,144510,143053,143704,143088,143565,143353,143198,143027,143397,143678,143764,142957,143461,142930,143467,143482,144041,143098,143699,144032,143562,143309,143549,144058,143065,143523,143718,143804,142888,144163,143076,143498,143716,143378,143687,143550,142988,143392,143128,143327,143856,143237,143880,143593,144138,142911,143729,143065,143043,143710,143300,143922,143859,143803,143324,143575,143537,143700,143510,143669,143479,143738,143355,143679,143955,143579,143470,143917,144367,38,143511.47
39,181064,180030,181266,181627,180154,181540,181898,180671,181337,181197,182139,180041,181387,180339,182345,179781,180608,181311,180797,180950,179511,181128,181601,179367,181132,180247,181062,180803,179917,181401,180842,181203,180259,181733,179881,181544,180805,180683,181675,180585,181623,180892,180651,180095,180403,181785,180443,181904,180705,181218,181167,180458,181179,181077,181474,180541,180552,181282,180652,179332,180404,179808,180973,181010,180098,181043,181032,180258,180827,181013,181415,180630,181001,182205,180784,180846,180720,181223,180867,180580,181511,180080,180266,181624,180877,180938,180008,180859,181849,181012,181927,180856,181846,180269,181117,179990,180610,181422,181034,181854,39,180899.8
40,183950,182712,183812,184142,182698,184180,184263,183378,184125,183729,184626,182509,184021,183195,184892,182800,183113,183765,183383,183674,182112,183983,184078,182087,183752,182730,183657,183296,182598,184164,183217,183882,182700,184474,182664,184086,183548,183552,184217,183493,184120,183426,183141,182593,182963,184479,183130,184422,183192,183630,183800,183301,183897,183502,184013,183378,183181,184106,183276,181828,183182,182410,183784,183624,182745,183872,183426,182814,183568,183735,184239,183181,183574,184974,183417,183161,183643,184096,183439,183132,184238,182670,182968,184202,183545,183690,182731,183519,184704,183643,184612,183394,184801,182938,183766,182767,183335,184063,183484,184676,40,183543.97
