arraySize,keyComparisons
4180,46668
4190,46519
4200,46714
4210,46934
4220,47001
4230,47042
4240,47296
4250,47358
4260,47305
4270,47481
4280,47632
4290,47681
4300,47752
4310,48031
4320,48053
4330,48160
4340,48150
4350,48202
4360,48316
4370,48525
4380,48420
4390,48570
4400,48713
4410,48797
4420,48890
4430,49118
4440,49222
4450,49243
4460,49352
4470,49352
4480,49560
4490,49658
4500,49719
4510,49742
4520,49856
4530,49940
4540,50065
4550,50175
4560,50268
4570,50355
4580,50492
4590,50646
4600,50699
4610,50760
4620,50960
4630,51042
4640,51157
4650,51254
4660,51491
4670,51551
4680,51711
4690,51810
4700,51897
4710,51936
4720,52163
4730,52209
4740,52424
4750,52509
4760,52610
4770,52771
4780,52932
4790,52997
4800,53145
4810,53334
4820,53533
4830,53543
4840,53704
4850,53811
4860,53971
4870,54063
4880,54225
4890,54267
4900,54408
4910,54601
4920,54581
4930,54824
4940,54995
4950,55094
4960,55272
4970,55342
4980,55504
4990,55595
5000,55765
5010,55925
5020,56131
5030,56152
5040,56197
5050,56320
5060,56445
5070,56662
5080,56778
5090,56940
5100,57072
5110,57141
5120,57274
5130,57484
5140,57476
5150,57651
5160,57722
5170,57989
5180,58045
5190,58228
5200,58315
5210,58455
5220,58678
5230,58809
5240,58875
5250,59046
5260,59183
5270,59394
5280,59406
5290,59466
5300,59625
5310,59837
5320,59907
5330,60055
5340,60174
5350,60364
5360,60431
5370,60574
5380,60822
5390,60930
5400,61078
5410,61206
5420,61271
5430,61406
5440,61499
5450,61509
5460,61882
5470,62029
5480,61964
5490,62148
5500,62229
5510,62418
5520,62523
5530,62739
5540,62936
5550,62892
5560,63154
5570,63162
5580,63438
5590,63527
5600,63647
5610,63790
5620,63902
5630,64041
5640,64183
5650,64275
5660,64431
5670,64733
5680,64758
5690,64806
5700,64939
5710,65125
5720,65197
5730,65452
5740,65515
5750,65695
5760,65874
5770,65832
5780,66065
5790,66330
5800,66257
5810,66634
5820,66557
5830,66777
5840,66798
5850,67063
5860,67119
5870,67139
5880,67345
5890,67467
5900,67639
5910,67749
5920,67792
5930,67965
5940,68143
5950,68402
5960,68527
5970,68463
5980,68801
5990,68879
6000,69013
6010,69031
6020,69175
6030,69402
6040,69432
6050,69713
6060,69669
6070,69913
6080,70048
6090,70141
6100,70359
6110,70507
6120,70653
6130,70619
6140,71015
6150,71039
6160,71177
6170,71198
6180,71536
6190,71548
6200,71675
6210,71790
6220,72094
6230,72271
6240,72178
6250,72406
6260,72494
6270,72612
6280,72790
6290,72845
6300,73070
6310,73185
6320,73203
6330,73541
6340,73533
6350,73766
6360,74024
6370,74011
6380,74148
6390,74429
6400,74437
6410,74681
6420,74637
6430,74830
6440,74880
6450,74901
6460,75241
6470,75377
6480,75646
6490,75688
6500,75823
6510,75960
6520,76085
6530,76260
6540,76392
6550,76498
6560,76509
6570,76807
6580,76914
6590,77105
6600,77291
6610,77473
6620,77425
6630,77597
6640,77720
6650,77921
6660,78052
6670,78265
6680,78256
6690,78599
6700,78496
6710,78622
6720,78825
6730,79052
6740,79152
6750,79266
6760,79475
6770,79669
6780,79638
6790,79769
6800,80047
6810,80116
6820,80225
6830,80307
6840,80503
6850,80702
6860,80688
6870,81097
6880,81055
6890,81071
6900,81452
6910,81525
6920,81464
6930,81638
6940,82034
6950,82060
6960,82394
6970,82447
6980,82362
6990,82620
7000,82740
7010,82908
7020,83116
7030,83184
7040,83115
7050,83482
7060,83678
7070,83736
7080,83902
7090,83877
7100,84245
7110,84366
7120,84503
7130,84448
7140,84755
7150,84936
7160,85049
7170,85098
7180,85336
7190,85455
7200,85403
7210,85689
7220,85902
7230,86040
7240,86126
7250,86381
7260,86512
7270,86444
7280,86545
7290,86864
7300,86962
7310,87080
7320,87287
7330,87411
7340,87493
7350,87733
7360,87886
7370,87911
7380,88018
7390,88193
7400,88424
7410,88585
7420,88829
7430,88954
7440,88954
7450,89114
7460,89181
7470,89559
7480,89411
7490,89676
7500,90094
7510,89819
7520,90126
7530,90368
7540,90418
7550,90546
7560,90896
7570,90803
7580,91084
7590,91083
7600,91443
7610,91567
7620,91580
7630,91817
7640,91881
7650,91910
7660,92137
7670,92274
7680,92499
7690,92515
7700,92739
7710,92883
7720,92855
7730,93012
7740,93408
7750,93299
7760,93534
7770,93572
7780,93729
7790,93994
7800,94243
7810,94165
7820,94448
7830,94610
7840,94770
7850,94963
7860,94979
7870,95173
7880,95354
7890,95335
7900,95675
7910,95826
7920,95949
7930,96017
7940,96188
7950,96279
7960,96193
7970,96551
7980,96700
7990,96973
8000,96970
8010,97183
8020,97222
8030,97483
8040,97540
8050,97853
8060,97859
8070,97979
8080,98194
8090,98417
8100,98522
8110,98718
8120,98906
8130,98880
8140,98873
8150,99041
8160,99380
8170,99431
8180,99625
8190,99866
8200,99685
8210,100011
8220,100166
8230,100278
8240,100354
8250,100373
8260,100401
8270,100667
8280,100669
8290,100916
8300,100771
8310,100991
8320,101237
8330,101164
8340,101622
8350,101535
8360,101641
8370,101746
8380,102043
8390,101933
8400,101722
8410,102173
8420,102077
8430,102307
8440,102292
8450,102404
8460,102507
8470,102658
8480,103007
8490,102935
8500,103174
8510,103078
8520,103153
8530,103352
8540,103352
8550,103749
8560,103725
8570,103842
8580,103795
8590,104134
8600,104294
8610,104286
8620,104345
8630,104477
8640,104713
8650,104779
8660,104705
8670,104914
8680,104862
8690,105289
8700,105134
8710,105394
8720,105426
8730,105542
8740,105835
8750,105722
8760,105898
8770,105985
8780,106014
8790,106146
8800,106268
8810,106618
8820,106527
8830,106558
8840,106572
8850,106653
8860,106776
8870,107082
8880,107025
8890,107028
8900,107293
8910,107307
8920,107504
8930,107691
8940,107708
8950,107979
8960,107773
8970,107982
8980,108332
8990,108399
9000,108274
9010,108550
9020,108648
9030,108674
9040,108831
9050,108876
9060,109022
9070,109150
9080,109257
9090,109317
9100,109445
9110,109636
9120,109712
9130,109756
9140,109980
9150,110118
9160,110030
9170,110290
9180,110397
9190,110510
9200,110556
9210,110547
9220,110779
9230,110907
9240,111088
9250,111020
9260,111327
9270,111414
9280,111587
9290,111737
9300,111941
9310,111973
9320,112142
9330,112245
9340,112423
9350,112432
9360,112672
9370,112892
9380,112929
9390,113108
9400,113018
9410,113483
9420,113507
9430,113638
9440,113735
9450,113926
9460,114116
9470,114263
9480,114284
9490,114340
9500,114543
9510,114761
9520,114950
9530,115141
9540,115169
9550,115323
9560,115416
9570,115609
9580,115869
9590,115960
9600,116061
9610,116067
9620,116358
9630,116376
9640,116613
9650,116706
9660,116775
9670,116900
9680,117122
9690,117339
9700,117430
9710,117647
9720,117532
9730,117806
9740,117885
9750,118040
9760,118231
9770,118306
9780,118320
9790,118522
9800,118734
9810,118881
9820,119078
9830,119107
9840,119316
9850,119350
9860,119518
9870,119741
9880,119832
9890,120060
9900,120201
9910,120294
9920,120401
9930,120540
9940,120653
9950,120852
9960,120944
9970,120939
9980,121277
9990,121264
10000,121514
