arraySize,keyComparisons
3800,40587
3810,40735
3820,40893
3830,41053
3840,41108
3850,41241
3860,41387
3870,41509
3880,41641
3890,41756
3900,41824
3910,41891
3920,42028
3930,42215
3940,42405
3950,42518
3960,42609
3970,42615
3980,42818
3990,42899
4000,43050
4010,43101
4020,43188
4030,43455
4040,43548
4050,43820
4060,43720
4070,43950
4080,44028
4090,44140
4100,44344
4110,44342
4120,44513
4130,44730
4140,44806
4150,44925
4160,45024
4170,45212
4180,45333
4190,45436
4200,45572
4210,45689
4220,45712
4230,45843
4240,45999
4250,46160
4260,46307
4270,46435
4280,46560
4290,46722
4300,46797
4310,46964
4320,47129
4330,47291
4340,47328
4350,47534
4360,47560
4370,47655
4380,47783
4390,47917
4400,48130
4410,48260
4420,48279
4430,48433
4440,48580
4450,48694
4460,48890
4470,48977
4480,49100
4490,49156
4500,49319
4510,49482
4520,49685
4530,49772
4540,49856
4550,49969
4560,49993
4570,50405
4580,50399
4590,50467
4600,50689
4610,50784
4620,50896
4630,51062
4640,51192
4650,51321
4660,51396
4670,51495
4680,51695
4690,51803
4700,51983
4710,51928
4720,52120
4730,52296
4740,52413
4750,52532
4760,52665
4770,52859
4780,52873
4790,52994
4800,53200
4810,53332
4820,53437
4830,53561
4840,53705
4850,53811
4860,54037
4870,54031
4880,54276
4890,54195
4900,54578
4910,54475
4920,54699
4930,54831
4940,54988
4950,55142
4960,55142
4970,55384
4980,55518
4990,55600
5000,55711
5010,55917
5020,56090
5030,56053
5040,56235
5050,56378
5060,56570
5070,56771
5080,56775
5090,56857
5100,57008
5110,57247
5120,57259
5130,57366
5140,57550
5150,57673
5160,57892
5170,57981
5180,58085
5190,58127
5200,58382
5210,58562
5220,58599
5230,58715
5240,58819
5250,58958
5260,59202
5270,59187
5280,59368
5290,59491
5300,59632
5310,59780
5320,59959
5330,60084
5340,60203
5350,60470
5360,60504
5370,60592
5380,60773
5390,60963
5400,61076
5410,61119
5420,61357
5430,61432
5440,61496
5450,61617
5460,61853
5470,61989
5480,62121
5490,62187
5500,62394
5510,62404
5520,62579
5530,62794
5540,62828
5550,63025
5560,63239
5570,63276
5580,63361
5590,63494
5600,63686
5610,63674
5620,63880
5630,64107
5640,64159
5650,64369
5660,64449
5670,64662
5680,64734
5690,64931
5700,65065
5710,65199
5720,65294
5730,65472
5740,65408
5750,65608
5760,65784
5770,65896
5780,66108
5790,66124
5800,66316
5810,66356
5820,66644
5830,66704
5840,66902
5850,66907
5860,67224
5870,67303
5880,67437
5890,67698
5900,67630
5910,67797
5920,67912
5930,68175
5940,68302
5950,68312
5960,68528
5970,68647
5980,68764
5990,68973
6000,68993
6010,69171
6020,69216
6030,69282
6040,69481
6050,69702
6060,69762
6070,69920
6080,70058
6090,70223
6100,70308
6110,70502
6120,70517
6130,70853
6140,70825
6150,71178
6160,71097
6170,71038
6180,71219
6190,71501
6200,71572
6210,71698
6220,71881
6230,71999
6240,72057
6250,72083
6260,72286
6270,72431
6280,72442
6290,72756
6300,72687
6310,72916
6320,73042
6330,73114
6340,73308
6350,73232
6360,73391
6370,73548
6380,73687
6390,73869
6400,74123
6410,73990
6420,74100
6430,74334
6440,74595
6450,74485
6460,74671
6470,74897
6480,74856
6490,74889
6500,75159
6510,75307
6520,75295
6530,75625
6540,75594
6550,75759
6560,75905
6570,76001
6580,76032
6590,76204
6600,76258
6610,76358
6620,76595
6630,76730
6640,76765
6650,76973
6660,77057
6670,77279
6680,77183
6690,77538
6700,77584
6710,77602
6720,77850
6730,77884
6740,77935
6750,77998
6760,78188
6770,78248
6780,78469
6790,78628
6800,78762
6810,78765
6820,78798
6830,79174
6840,79063
6850,79292
6860,79430
6870,79483
6880,79712
6890,79820
6900,79848
6910,80004
6920,80164
6930,80297
6940,80438
6950,80468
6960,80641
6970,80710
6980,80934
6990,80885
7000,81081
7010,81244
7020,81395
7030,81496
7040,81637
7050,81575
7060,81746
7070,81956
7080,82029
7090,82136
7100,82429
7110,82347
7120,82637
7130,82619
7140,82791
7150,83018
7160,83088
7170,83115
7180,83180
7190,83354
7200,83591
7210,83591
7220,83821
7230,83822
7240,84077
7250,84296
7260,84404
7270,84374
7280,84588
7290,84836
7300,84849
7310,84973
7320,85154
7330,85236
7340,85439
7350,85476
7360,85592
7370,85720
7380,85937
7390,85924
7400,86170
7410,86262
7420,86497
7430,86485
7440,86703
7450,86815
7460,86935
7470,87089
7480,87252
7490,87403
7500,87435
7510,87704
7520,87717
7530,87908
7540,88048
7550,88186
7560,88200
7570,88356
7580,88525
7590,88711
7600,88873
7610,88892
7620,89033
7630,89176
7640,89274
7650,89391
7660,89474
7670,89751
7680,89887
7690,90037
7700,90121
7710,90250
7720,90337
7730,90528
7740,90709
7750,90816
7760,90899
7770,91100
7780,91161
7790,91381
7800,91470
7810,91635
7820,91684
7830,91851
7840,92046
7850,92115
7860,92191
7870,92418
7880,92389
7890,92651
7900,92841
7910,92969
7920,93083
7930,93163
7940,93361
7950,93473
7960,93554
7970,93634
7980,93835
7990,94160
8000,94048
8010,94332
8020,94465
8030,94622
8040,94476
8050,94758
8060,94851
8070,95105
8080,95157
8090,95331
8100,95416
8110,95524
8120,95664
8130,95867
8140,95990
8150,96049
8160,96282
8170,96437
8180,96484
8190,96747
8200,96682
8210,96883
8220,97012
8230,97244
8240,97365
8250,97410
8260,97602
8270,97705
8280,97808
8290,97862
8300,98202
8310,98258
8320,98293
8330,98463
8340,98718
8350,98893
8360,98894
8370,99125
8380,99223
8390,99214
8400,99469
8410,99648
8420,99665
8430,99898
8440,100150
8450,100198
8460,100316
8470,100480
8480,100534
8490,100792
8500,100839
8510,100934
8520,101164
8530,101250
8540,101420
8550,101524
8560,101742
8570,101770
8580,102065
8590,101993
8600,102198
8610,102371
8620,102455
8630,102618
8640,102716
8650,102919
8660,103027
8670,103152
8680,103315
8690,103480
8700,103631
8710,103694
8720,103809
8730,104164
8740,104194
8750,104344
8760,104414
8770,104545
8780,104791
8790,104901
8800,104932
8810,105060
8820,105298
8830,105369
8840,105620
8850,105631
8860,105916
8870,105921
8880,106033
8890,106163
8900,106262
8910,106482
8920,106730
8930,106820
8940,106971
8950,107004
8960,107227
8970,107214
8980,107612
8990,107580
9000,107744
9010,108006
9020,108028
9030,108065
9040,108346
9050,108410
9060,108585
9070,108760
9080,108826
9090,109080
9100,109022
9110,109253
9120,109301
9130,109527
9140,109652
9150,109851
9160,109944
9170,110109
9180,110164
9190,110416
9200,110495
9210,110608
9220,110770
9230,110946
9240,111208
9250,111099
9260,111337
9270,111532
9280,111687
9290,111623
9300,111929
9310,111981
9320,112163
9330,112238
9340,112423
9350,112680
9360,112688
9370,112796
9380,113022
9390,113071
9400,113251
9410,113372
9420,113480
9430,113643
9440,113741
9450,114044
9460,114033
9470,114287
9480,114298
9490,114678
9500,114556
9510,114655
9520,114732
9530,115054
9540,115225
9550,115237
9560,115302
9570,115565
9580,115640
9590,115889
9600,116019
9610,116108
9620,116238
9630,116483
9640,116427
9650,116594
9660,116954
9670,117009
9680,117190
9690,117351
9700,117454
9710,117562
9720,117646
9730,117940
9740,117803
9750,118101
9760,118147
9770,118381
9780,118572
9790,118502
9800,118858
9810,118966
9820,119033
9830,119235
9840,119283
9850,119410
9860,119492
9870,119702
9880,119866
9890,120130
9900,120146
9910,120179
9920,120442
9930,120596
9940,120754
9950,120742
9960,120857
9970,121112
9980,121277
9990,121422
10000,121580
