arraySize,keyComparisons
5100,60024
5110,59877
5120,60464
5130,60359
5140,60403
5150,60442
5160,60639
5170,60718
5180,60905
5190,60874
5200,60855
5210,60935
5220,60939
5230,61029
5240,61227
5250,61115
5260,61370
5270,61454
5280,61502
5290,61415
5300,61591
5310,61677
5320,61675
5330,61877
5340,61818
5350,62023
5360,62054
5370,62114
5380,62141
5390,62249
5400,62211
5410,62352
5420,62437
5430,62639
5440,62674
5450,62635
5460,62828
5470,62878
5480,63101
5490,62942
5500,63054
5510,63114
5520,63131
5530,63491
5540,63414
5550,63501
5560,63482
5570,63695
5580,63723
5590,63882
5600,63882
5610,63894
5620,63877
5630,64092
5640,64266
5650,64495
5660,64445
5670,64695
5680,64688
5690,64895
5700,64875
5710,65122
5720,65422
5730,65365
5740,65561
5750,65643
5760,65870
5770,65931
5780,66110
5790,66069
5800,66393
5810,66401
5820,66625
5830,66696
5840,66838
5850,66917
5860,67209
5870,67219
5880,67359
5890,67530
5900,67639
5910,67813
5920,67970
5930,68016
5940,68268
5950,68341
5960,68410
5970,68647
5980,68787
5990,68844
6000,69002
6010,69013
6020,69225
6030,69420
6040,69552
6050,69625
6060,69818
6070,69855
6080,70097
6090,70206
6100,70198
6110,70476
6120,70569
6130,70731
6140,70906
6150,71080
6160,71143
6170,71364
6180,71353
6190,71555
6200,71730
6210,71714
6220,71951
6230,72133
6240,72221
6250,72396
6260,72515
6270,72630
6280,72919
6290,72840
6300,73064
6310,73219
6320,73285
6330,73517
6340,73611
6350,73911
6360,73930
6370,74189
6380,74232
6390,74389
6400,74370
6410,74644
6420,74850
6430,74838
6440,75129
6450,75170
6460,75240
6470,75348
6480,75558
6490,75692
6500,75766
6510,75949
6520,76155
6530,76235
6540,76390
6550,76629
6560,76589
6570,76839
6580,76888
6590,77095
6600,77261
6610,77378
6620,77433
6630,77688
6640,77647
6650,77901
6660,78003
6670,78197
6680,78221
6690,78473
6700,78538
6710,78646
6720,78859
6730,78871
6740,79147
6750,79245
6760,79304
6770,79533
6780,79718
6790,79810
6800,79887
6810,80289
6820,80307
6830,80367
6840,80507
6850,80580
6860,80975
6870,81001
6880,80967
6890,81187
6900,81215
6910,81468
6920,81575
6930,81737
6940,81913
6950,82142
6960,82185
6970,82238
6980,82554
6990,82496
7000,82813
7010,82936
7020,83158
7030,83124
7040,83494
7050,83478
7060,83458
7070,83639
7080,83814
7090,84043
7100,84200
7110,84301
7120,84507
7130,84600
7140,84623
7150,84761
7160,85132
7170,85131
7180,85395
7190,85483
7200,85455
7210,85743
7220,85867
7230,85945
7240,86136
7250,86403
7260,86419
7270,86567
7280,86468
7290,86859
7300,87061
7310,87103
7320,87033
7330,87460
7340,87375
7350,87714
7360,87728
7370,88000
7380,88023
7390,88348
7400,88285
7410,88650
7420,88730
7430,88943
7440,89009
7450,89238
7460,89336
7470,89296
7480,89476
7490,89577
7500,89794
7510,89843
7520,90090
7530,90362
7540,90278
7550,90562
7560,90588
7570,90763
7580,90965
7590,91164
7600,91274
7610,91394
7620,91541
7630,91785
7640,91830
7650,92038
7660,92097
7670,92445
7680,92591
7690,92629
7700,92666
7710,92565
7720,93165
7730,93086
7740,93174
7750,93383
7760,93551
7770,93760
7780,93766
7790,94069
7800,94176
7810,94258
7820,94338
7830,94608
7840,94701
7850,94634
7860,94983
7870,95291
7880,95249
7890,95641
7900,95580
7910,95513
7920,95996
7930,96157
7940,96215
7950,96294
7960,96318
7970,96633
7980,96616
7990,97014
8000,96996
8010,97210
8020,97366
8030,97446
8040,97540
8050,97749
8060,97820
8070,98217
8080,98312
8090,98126
8100,98321
8110,98758
8120,99051
8130,98718
8140,99156
8150,99043
8160,99287
8170,99452
8180,99430
8190,99824
8200,99985
8210,100091
8220,100246
8230,100291
8240,100483
8250,100469
8260,100806
8270,101038
8280,100987
8290,101317
8300,101403
8310,101530
8320,101822
8330,102020
8340,101968
8350,101975
8360,102046
8370,102426
8380,102569
8390,102734
8400,103026
8410,102750
8420,103226
8430,103519
8440,103585
8450,103780
8460,103570
8470,104019
8480,104100
8490,104123
8500,104396
8510,104514
8520,104446
8530,104795
8540,104894
8550,104907
8560,105232
8570,105457
8580,105488
8590,105612
8600,105814
8610,106089
8620,105925
8630,106080
8640,106369
8650,106456
8660,106597
8670,106951
8680,107018
8690,107404
8700,107341
8710,107253
8720,107645
8730,107935
8740,107913
8750,108160
8760,108061
8770,108243
8780,108390
8790,108613
8800,108863
8810,108792
8820,108998
8830,109271
8840,109501
8850,109277
8860,109701
8870,110152
8880,110207
8890,110238
8900,110327
8910,110622
8920,110598
8930,110678
8940,110967
8950,110726
8960,111174
8970,111462
8980,111438
8990,111750
9000,111660
9010,111905
9020,111900
9030,112340
9040,112205
9050,112739
9060,112565
9070,112820
9080,113098
9090,113234
9100,113493
9110,113320
9120,113623
9130,113648
9140,114167
9150,114312
9160,114195
9170,114363
9180,114228
9190,114715
9200,114725
9210,114697
9220,114918
9230,115450
9240,115350
9250,115577
9260,115705
9270,115826
9280,115779
9290,116250
9300,116201
9310,116365
9320,116506
9330,116573
9340,117118
9350,117249
9360,117240
9370,117182
9380,117733
9390,117986
9400,117876
9410,118120
9420,118354
9430,118612
9440,118198
9450,118677
9460,118975
9470,118860
9480,119042
9490,119525
9500,119262
9510,119474
9520,119782
9530,119879
9540,120133
9550,119989
9560,120102
9570,120574
9580,120608
9590,120949
9600,120778
9610,120917
9620,121487
9630,121412
9640,121379
9650,121477
9660,121517
9670,121865
9680,122499
9690,122274
9700,122284
9710,122506
9720,123007
9730,123178
9740,123108
9750,123107
9760,123171
9770,123156
9780,123647
9790,124068
9800,124201
9810,124370
9820,124256
9830,124199
9840,124882
9850,124290
9860,124816
9870,125203
9880,125082
9890,125320
9900,125553
9910,125496
9920,126004
9930,126064
9940,126165
9950,126554
9960,126222
9970,126433
9980,126770
9990,126503
10000,126982
