S,keyComparisons0,keyComparisons1,keyComparisons2,keyComparisons3,keyComparisons4,keyComparisons5,keyComparisons6,keyComparisons7,keyComparisons8,keyComparisons9,keyComparisons10,keyComparisons11,keyComparisons12,keyComparisons13,keyComparisons14,keyComparisons15,keyComparisons16,keyComparisons17,keyComparisons18,keyComparisons19,keyComparisons20,keyComparisons21,keyComparisons22,keyComparisons23,keyComparisons24,keyComparisons25,keyComparisons26,keyComparisons27,keyComparisons28,keyComparisons29,keyComparisons30,keyComparisons31,keyComparisons32,keyComparisons33,keyComparisons34,keyComparisons35,keyComparisons36,keyComparisons37,keyComparisons38,keyComparisons39,keyComparisons40,keyComparisons41,keyComparisons42,keyComparisons43,keyComparisons44,keyComparisons45,keyComparisons46,keyComparisons47,keyComparisons48,keyComparisons49,keyComparisons50,keyComparisons51,keyComparisons52,keyComparisons53,keyComparisons54,keyComparisons55,keyComparisons56,keyComparisons57,keyComparisons58,keyComparisons59,keyComparisons60,keyComparisons61,keyComparisons62,keyComparisons63,keyComparisons64,keyComparisons65,keyComparisons66,keyComparisons67,keyComparisons68,keyComparisons69,keyComparisons70,keyComparisons71,keyComparisons72,keyComparisons73,keyComparisons74,keyComparisons75,keyComparisons76,keyComparisons77,keyComparisons78,keyComparisons79,keyComparisons80,keyComparisons81,keyComparisons82,keyComparisons83,keyComparisons84,keyComparisons85,keyComparisons86,keyComparisons87,keyComparisons88,keyComparisons89,keyComparisons90,keyComparisons91,keyComparisons92,keyComparisons93,keyComparisons94,keyComparisons95,keyComparisons96,keyComparisons97,keyComparisons98,keyComparisons99,S,Average
10,9142,9156,9138,9134,9168,9188,9159,9119,9144,9144,9143,9122,9048,9086,9148,9116,9177,9141,9078,9172,9105,9156,9148,9157,9192,9052,9162,9140,9094,9099,9064,9167,9159,9160,9117,9157,9137,9134,9094,9127,9081,9131,9092,9205,9141,9121,9224,9199,9110,9147,9106,9141,9084,9083,9180,9047,9106,9114,9029,9069,9106,9093,9149,9141,9092,9129,9165,9150,9187,9114,9161,9124,9143,9087,9155,9074,9168,9110,9109,9100,9111,9135,9157,9082,9090,9057,9161,9153,9141,9095,9140,9078,9185,9186,9093,9158,9190,9179,9159,9164,10,9130.25
11,9142,9156,9138,9134,9168,9188,9159,9119,9144,9144,9143,9122,9048,9086,9148,9116,9177,9141,9078,9172,9105,9156,9148,9157,9192,9052,9162,9140,9094,9099,9064,9167,9159,9160,9117,9157,9137,9134,9094,9127,9081,9131,9092,9205,9141,9121,9224,9199,9110,9147,9106,9141,9084,9083,9180,9047,9106,9114,9029,9069,9106,9093,9149,9141,9092,9129,9165,9150,9187,9114,9161,9124,9143,9087,9155,9074,9168,9110,9109,9100,9111,9135,9157,9082,9090,9057,9161,9153,9141,9095,9140,9078,9185,9186,9093,9158,9190,9179,9159,9164,11,9130.25
12,9142,9156,9138,9134,9168,9188,9159,9119,9144,9144,9143,9122,9048,9086,9148,9116,9177,9141,9078,9172,9105,9156,9148,9157,9192,9052,9162,9140,9094,9099,9064,9167,9159,9160,9117,9157,9137,9134,9094,9127,9081,9131,9092,9205,9141,9121,9224,9199,9110,9147,9106,9141,9084,9083,9180,9047,9106,9114,9029,9069,9106,9093,9149,9141,9092,9129,9165,9150,9187,9114,9161,9124,9143,9087,9155,9074,9168,9110,9109,9100,9111,9135,9157,9082,9090,9057,9161,9153,9141,9095,9140,9078,9185,9186,9093,9158,9190,9179,9159,9164,12,9130.25
13,9142,9156,9138,9134,9168,9188,9159,9119,9144,9144,9143,9122,9048,9086,9148,9116,9177,9141,9078,9172,9105,9156,9148,9157,9192,9052,9162,9140,9094,9099,9064,9167,9159,9160,9117,9157,9137,9134,9094,9127,9081,9131,9092,9205,9141,9121,9224,9199,9110,9147,9106,9141,9084,9083,9180,9047,9106,9114,9029,9069,9106,9093,9149,9141,9092,9129,9165,9150,9187,9114,9161,9124,9143,9087,9155,9074,9168,9110,9109,9100,9111,9135,9157,9082,9090,9057,9161,9153,9141,9095,9140,9078,9185,9186,9093,9158,9190,9179,9159,9164,13,9130.25
14,9142,9156,9138,9134,9168,9188,9159,9119,9144,9144,9143,9122,9048,9086,9148,9116,9177,9141,9078,9172,9105,9156,9148,9157,9192,9052,9162,9140,9094,9099,9064,9167,9159,9160,9117,9157,9137,9134,9094,9127,9081,9131,9092,9205,9141,9121,9224,9199,9110,9147,9106,9141,9084,9083,9180,9047,9106,9114,9029,9069,9106,9093,9149,9141,9092,9129,9165,9150,9187,9114,9161,9124,9143,9087,9155,9074,9168,9110,9109,9100,9111,9135,9157,9082,9090,9057,9161,9153,9141,9095,9140,9078,9185,9186,9093,9158,9190,9179,9159,9164,14,9130.25
15,9594,9532,9584,9548,9587,9562,9564,9590,9553,9546,9492,9563,9373,9504,9477,9488,9604,9584,9476,9600,9539,9548,9572,9551,9620,9370,9518,9523,9530,9508,9494,9565,9526,9532,9535,9549,9562,9514,9504,9553,9413,9497,9516,9606,9550,9525,9594,9548,9418,9518,9497,9529,9540,9519,9585,9353,9501,9619,9440,9519,9448,9532,9503,9497,9461,9582,9540,9533,9588,9466,9543,9513,9537,9473,9576,9420,9521,9557,9572,9472,9549,9530,9538,9474,9457,9415,9643,9576,9531,9512,9514,9460,9478,9614,9509,9539,9622,9494,9522,9548,15,9525.8
16,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,16,10326.14
17,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,17,10326.14
18,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,18,10326.14
19,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,19,10326.14
20,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,20,10326.14
21,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,21,10326.14
22,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,22,10326.14
23,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,23,10326.14
24,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,24,10326.14
25,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,25,10326.14
26,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,26,10326.14
27,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,27,10326.14
28,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,28,10326.14
29,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,29,10326.14
30,10389,10222,10486,10378,10447,10324,10340,10417,10400,10274,10275,10403,10260,10340,10165,10192,10370,10328,10315,10463,10342,10384,10328,10335,10499,10134,10300,10205,10357,10261,10309,10322,10254,10241,10299,10424,10494,10287,10370,10241,10331,10258,10234,10397,10365,10368,10409,10393,10139,10235,10296,10380,10287,10350,10316,10066,10277,10503,10213,10343,10269,10444,10382,10401,10266,10471,10255,10261,10302,10265,10379,10269,10260,10204,10418,10203,10283,10345,10336,10279,10379,10387,10388,10208,10314,10165,10569,10378,10375,10361,10359,10260,10284,10376,10299,10321,10450,10327,10411,10377,30,10326.14
31,12666,12497,12908,12690,12599,12584,12499,12561,12775,12466,12448,12492,12407,12546,12458,12472,12579,12381,12408,12895,12681,12821,12577,12530,12659,12243,12703,12617,12700,12629,12517,12453,12664,12502,12613,12838,12940,12506,12796,12583,12587,12699,12476,12757,12648,12714,12652,12741,12364,12591,12446,12394,12696,12622,12505,12443,12633,13088,12463,12596,12400,12788,12609,12697,12585,12779,12541,12455,12359,12568,12624,12509,12470,12575,12626,12407,12710,12459,12563,12554,12632,12586,12578,12455,12540,12278,12817,12510,12775,12493,12878,12397,12521,12486,12550,12482,12332,12717,12666,12645,31,12586.34
32,13520,13250,13701,13635,13411,13210,13252,13417,13537,13155,13179,13311,13284,13316,13299,13230,13381,13080,13073,13715,13555,13511,13404,13368,13432,13047,13545,13357,13426,13369,13249,13280,13370,13294,13513,13582,13887,13245,13559,13497,13387,13617,13354,13468,13411,13544,13459,13525,13210,13451,13314,13300,13530,13504,13288,13343,13431,13943,13165,13376,13216,13538,13430,13560,13398,13580,13440,13401,13137,13298,13527,13265,13430,13246,13306,13161,13614,13306,13401,13318,13295,13296,13482,13265,13454,13104,13617,13271,13621,13258,13636,13203,13236,13373,13292,13344,13153,13519,13481,13415,32,13389.53
33,13520,13250,13701,13635,13411,13210,13252,13417,13537,13155,13179,13311,13284,13316,13299,13230,13381,13080,13073,13715,13555,13511,13404,13368,13432,13047,13545,13357,13426,13369,13249,13280,13370,13294,13513,13582,13887,13245,13559,13497,13387,13617,13354,13468,13411,13544,13459,13525,13210,13451,13314,13300,13530,13504,13288,13343,13431,13943,13165,13376,13216,13538,13430,13560,13398,13580,13440,13401,13137,13298,13527,13265,13430,13246,13306,13161,13614,13306,13401,13318,13295,13296,13482,13265,13454,13104,13617,13271,13621,13258,13636,13203,13236,13373,13292,13344,13153,13519,13481,13415,33,13389.53
34,13520,13250,13701,13635,13411,13210,13252,13417,13537,13155,13179,13311,13284,13316,13299,13230,13381,13080,13073,13715,13555,13511,13404,13368,13432,13047,13545,13357,13426,13369,13249,13280,13370,13294,13513,13582,13887,13245,13559,13497,13387,13617,13354,13468,13411,13544,13459,13525,13210,13451,13314,13300,13530,13504,13288,13343,13431,13943,13165,13376,13216,13538,13430,13560,13398,13580,13440,13401,13137,13298,13527,13265,13430,13246,13306,13161,13614,13306,13401,13318,13295,13296,13482,13265,13454,13104,13617,13271,13621,13258,13636,13203,13236,13373,13292,13344,13153,13519,13481,13415,34,13389.53
35,13520,13250,13701,13635,13411,13210,13252,13417,13537,13155,13179,13311,13284,13316,13299,13230,13381,13080,13073,13715,13555,13511,13404,13368,13432,13047,13545,13357,13426,13369,13249,13280,13370,13294,13513,13582,13887,13245,13559,13497,13387,13617,13354,13468,13411,13544,13459,13525,13210,13451,13314,13300,13530,13504,13288,13343,13431,13943,13165,13376,13216,13538,13430,13560,13398,13580,13440,13401,13137,13298,13527,13265,13430,13246,13306,13161,13614,13306,13401,13318,13295,13296,13482,13265,13454,13104,13617,13271,13621,13258,13636,13203,13236,13373,13292,13344,13153,13519,13481,13415,35,13389.53
36,13520,13250,13701,13635,13411,13210,13252,13417,13537,13155,13179,13311,13284,13316,13299,13230,13381,13080,13073,13715,13555,13511,13404,13368,13432,13047,13545,13357,13426,13369,13249,13280,13370,13294,13513,13582,13887,13245,13559,13497,13387,13617,13354,13468,13411,13544,13459,13525,13210,13451,13314,13300,13530,13504,13288,13343,13431,13943,13165,13376,13216,13538,13430,13560,13398,13580,13440,13401,13137,13298,13527,13265,13430,13246,13306,13161,13614,13306,13401,13318,13295,13296,13482,13265,13454,13104,13617,13271,13621,13258,13636,13203,13236,13373,13292,13344,13153,13519,13481,13415,36,13389.53
37,13520,13250,13701,13635,13411,13210,13252,13417,13537,13155,13179,13311,13284,13316,13299,13230,13381,13080,13073,13715,13555,13511,13404,13368,13432,13047,13545,13357,13426,13369,13249,13280,13370,13294,13513,13582,13887,13245,13559,13497,13387,13617,13354,13468,13411,13544,13459,13525,13210,13451,13314,13300,13530,13504,13288,13343,13431,13943,13165,13376,13216,13538,13430,13560,13398,13580,13440,13401,13137,13298,13527,13265,13430,13246,13306,13161,13614,13306,13401,13318,13295,13296,13482,13265,13454,13104,13617,13271,13621,13258,13636,13203,13236,13373,13292,13344,13153,13519,13481,13415,37,13389.53
38,13520,13250,13701,13635,13411,13210,13252,13417,13537,13155,13179,13311,13284,13316,13299,13230,13381,13080,13073,13715,13555,13511,13404,13368,13432,13047,13545,13357,13426,13369,13249,13280,13370,13294,13513,13582,13887,13245,13559,13497,13387,13617,13354,13468,13411,13544,13459,13525,13210,13451,13314,13300,13530,13504,13288,13343,13431,13943,13165,13376,13216,13538,13430,13560,13398,13580,13440,13401,13137,13298,13527,13265,13430,13246,13306,13161,13614,13306,13401,13318,13295,13296,13482,13265,13454,13104,13617,13271,13621,13258,13636,13203,13236,13373,13292,13344,13153,13519,13481,13415,38,13389.53
39,13520,13250,13701,13635,13411,13210,13252,13417,13537,13155,13179,13311,13284,13316,13299,13230,13381,13080,13073,13715,13555,13511,13404,13368,13432,13047,13545,13357,13426,13369,13249,13280,13370,13294,13513,13582,13887,13245,13559,13497,13387,13617,13354,13468,13411,13544,13459,13525,13210,13451,13314,13300,13530,13504,13288,13343,13431,13943,13165,13376,13216,13538,13430,13560,13398,13580,13440,13401,13137,13298,13527,13265,13430,13246,13306,13161,13614,13306,13401,13318,13295,13296,13482,13265,13454,13104,13617,13271,13621,13258,13636,13203,13236,13373,13292,13344,13153,13519,13481,13415,39,13389.53
